Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
61505,TrueMove H,Pathumwan,2024-08-17T06:34:06.420352Z,1.5706168232269677,21.73,129785795.4862494,62402791.02422291,,161.246.72.2
27203,"ByteArk Co., Ltd.",Bangrak,2024-08-17T06:34:27.280084Z,3.023142766878235,12.269,106369204.28880659,65855223.72826044,,161.246.72.2
64322,CodeStudio,Bangkok,2024-08-17T06:34:47.851806Z,3.6639028688420896,52.159,100268670.61912781,63029587.26597466,,161.246.72.2
65396,Nipa Cloud,Bangkok,2024-08-17T06:35:08.865087Z,3.6639028688420896,29.419,101177056.73897426,59033294.61027469,,161.246.72.2
22667,3BB,Nonthaburi,2024-08-17T06:35:29.687219Z,12.335223385911318,20.968,116097958.93616112,58275692.88313251,,161.246.72.2
23312,3BB,Samut Prakarn,2024-08-17T06:35:50.474785Z,19.122883664348283,19.743,104121492.70100294,66183824.009836316,,161.246.72.2
48164,AWN,Nakhon Pathom,2024-08-17T06:36:11.319142Z,52.29428367001859,25.36,78303429.32323617,42210504.50712503,,161.246.72.2
47121,NT Ratchaburi,Ratchaburi,2024-08-17T06:36:32.033109Z,79.98870225746137,17.163,95196135.18967333,55254006.76305048,,161.246.72.2
